종가,52주최고,고점대비%,신고가갱신,OBV위치%,5일수익%,20일수익%,거래량배수,20일선위,60일선위,데이터일수,A_신고가임박,B_OBV신고가,C_연속양봉,티커,종목명,시총(억),거래대금(억)
2700.0,4810.0,-43.87,False,98.5,-2.35,33.66,0.78,True,True,323,False,False,False,203650,드림시큐리티,2878.2368972,123.75923603
145900.0,165900.0,-12.06,False,84.6,0.07,1.81,0.35,False,True,323,True,False,False,161890,한국콜마,34392.597189,120.846566
9210.0,20900.0,-55.93,False,94.5,6.97,1.66,1.47,True,False,323,False,False,False,050890,쏠리드,5705.0385426,120.1941616
164600.0,174000.0,-5.4,False,99.5,7.79,49.36,0.55,True,True,323,True,False,False,031980,피에스케이홀딩스,35858.262885,119.358043
9830.0,24550.0,-59.96,False,16.0,16.06,6.16,3.25,True,True,323,False,False,False,328130,루닛,7207.551824,115.85129935
10440.0,14350.0,-27.25,False,96.0,-4.13,20.0,0.16,False,True,323,False,False,False,001210,금호전기,1319.0263398,118.46578935
5030.0,8980.0,-43.99,False,98.2,27.18,31.5,1.86,True,True,323,False,False,False,054920,한컴위드,1458.8230877,115.98625335
650000.0,757000.0,-14.13,False,74.1,-3.42,2.2,0.22,False,True,323,True,False,False,000810,삼성화재,290208.5745,114.95561
54600.0,122100.0,-55.28,False,82.8,16.29,-6.67,0.45,True,False,323,False,False,False,089970,브이엠,14321.76016,114.885679
145000.0,169000.0,-14.2,False,51.0,0.42,3.65,0.55,True,True,323,True,False,False,090430,아모레퍼시픽,85808.877453,114.149401
61700.0,114200.0,-45.97,False,92.8,-3.44,10.57,0.55,False,True,323,False,False,False,083650,비에이치아이,19402.123125,112.4078295
85200.0,106600.0,-20.08,False,97.1,1.79,24.2,0.41,True,True,323,False,False,False,375500,DL이앤씨,33353.903026,107.498079
1214.0,2660.0,-54.36,False,95.2,15.4,13.67,26.55,True,True,323,False,False,False,001520,동양,1305.81757008,110.15536272
1279000.0,1665000.0,-23.18,False,48.2,-1.24,-8.9,0.32,False,True,323,False,False,False,003230,삼양식품,97025.2332,108.41863
88200.0,163000.0,-45.89,False,13.3,1.85,1.85,0.64,True,False,323,False,False,False,016360,삼성증권,78048.2,107.0874945
44700.0,116600.0,-61.66,False,68.5,-1.97,-21.99,0.53,False,False,323,False,False,False,347850,디앤디파마텍,20583.2945775,103.72977875
139700.0,231500.0,-39.65,False,82.1,8.46,2.95,0.7,True,True,323,False,False,False,084370,유진테크,32013.710674,106.873542
30700.0,69500.0,-55.83,False,37.1,-3.61,-2.54,0.27,False,False,323,False,False,False,015760,한국전력,197724.935716,105.15060875
38200.0,41700.0,-8.39,False,99.7,32.64,87.25,1.03,True,True,323,True,False,True,092870,엑시콘,4887.5234765,104.488027
12880.0,36200.0,-64.42,False,96.6,-15.54,27.4,0.21,True,True,323,False,False,False,024060,흥구석유,1944.0,103.70038015
162700.0,405500.0,-59.88,False,0.0,-6.39,-6.82,0.7,False,False,323,False,False,False,352820,하이브,70781.424712,103.213751
8160.0,13100.0,-37.71,False,100.0,35.1,38.31,2.0,True,True,323,False,True,True,200470,에이팩트,3497.1197688,103.3388922
102900.0,255907.0,-59.79,False,65.1,-0.58,-10.64,0.36,False,False,323,False,False,False,247540,에코프로비엠,100961.007888,101.8251765
11000.0,20850.0,-47.24,False,85.7,-2.48,51.31,0.29,True,True,323,False,False,False,012210,삼미금속,2602.5232691,101.6933683
7770.0,9850.0,-21.12,False,88.9,12.28,18.63,2.36,True,True,323,False,False,False,265740,엔에프씨,1384.429,100.97723245
31750.0,87800.0,-63.84,False,64.9,-2.76,-8.63,0.4,False,False,323,False,False,False,006800,미래에셋증권,171866.1626415,100.5960845
14460.0,18800.0,-23.09,False,5.7,-3.28,-2.76,1.14,False,False,323,False,False,False,032640,LG유플러스,61414.6928204,99.65534995
5350.0,9330.0,-42.66,False,100.0,15.68,33.58,2.71,True,True,323,False,True,True,388790,라이콤,1631.734728,98.9018672
8030.0,9120.0,-11.95,False,100.0,26.66,70.13,1.64,True,True,323,True,True,False,192650,드림텍,5218.2368568,98.9757283
1722.0,4806.0,-64.17,False,98.4,49.61,30.95,1.07,True,True,323,False,False,False,321370,센서뷰,1238.00806003,98.32886477
52000.0,58000.0,-10.34,False,98.7,6.67,6.12,0.38,True,True,323,True,False,False,119850,지엔씨에너지,8454.739226,98.9641305
5620.0,11370.0,-50.57,False,84.1,14.69,24.89,1.19,True,True,323,False,False,False,158430,아톤,1395.479244,97.63816185
8530.0,17950.0,-52.48,False,43.3,-3.18,-10.68,0.32,False,False,323,False,False,False,034220,LG디스플레이,42800.0,98.60307355
135200.0,217500.0,-37.84,False,9.5,-2.31,6.37,0.57,False,True,323,False,False,False,267270,HD건설기계,65451.397908,97.4944775
18110.0,18390.0,-1.52,False,100.0,12.07,35.86,1.06,True,True,323,True,True,True,252990,샘씨엔에스,11049.9826315,96.3367686
19450.0,43400.0,-55.18,False,93.7,-3.23,20.28,0.49,True,True,323,False,False,False,090460,비에이치,6597.3479866,94.24948325
22600.0,27500.0,-17.82,False,100.0,4.39,39.76,1.36,True,True,323,False,True,False,080580,오킨스전자,4798.1922625,91.8272465
15190.0,149000.0,-89.81,False,45.7,-6.0,-25.36,0.78,False,False,323,False,False,False,950160,코오롱티슈진,13025.925528,91.2367855
508000.0,647000.0,-21.48,False,96.6,8.43,-5.93,0.11,True,True,323,False,False,False,128940,한미약품,64951.72437,91.453675
26950.0,57900.0,-53.45,False,93.2,18.46,14.19,1.16,True,True,323,False,False,False,138080,오이솔루션,3453.394482,90.4411625
12995.0,19380.0,-32.95,False,54.9,-2.95,-12.55,0.13,False,True,323,False,False,False,002990,금호건설,4873.6045992,89.9556344
59600.0,109800.0,-45.72,False,88.6,24.95,38.93,1.06,True,True,323,False,False,False,229640,LS에코에너지,18221.803005,89.1129255
129700.0,215500.0,-39.81,False,79.9,-1.52,-0.77,0.29,True,False,323,False,False,False,047810,한국항공우주,127399.964849,89.7556205
50100.0,94400.0,-46.93,False,60.8,-0.4,11.58,0.36,True,True,323,False,False,False,082740,한화엔진,41973.912426,88.05546
3255.0,4335.0,-24.91,False,97.4,-3.7,62.34,0.13,True,True,323,False,False,False,067290,JW신약,1826.8095578,86.78825233
